accession,gene,effect_size,se,n_keloid,n_non_keloid,keloid_mean,non_keloid_mean
GSE188952,RGS19,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RGS19,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RGS19,-0.9263091704914258,0.4834163211091487,10,9,-0.4207437116427869,0.4674930129364281
Sun_Burns,RGS19,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RGS2,-1.418711782968943,0.5138852356354824,9,10,-0.6330089920142193,0.569708092812799
GSE158395,RGS2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RGS2,-0.5817317945720046,0.13766239897940016,110,110,-0.28072175034780283,0.2807217503478053
GSE181297,RGS2,-0.5657030010663237,0.7785832624564272,4,3,-0.2934924011432126,0.39132320152428507
GSE188952,RGS2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RGS2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RGS2,-1.2342680130365073,0.501199607001655,10,9,-0.520301571213013,0.5781128569033478
Sun_Burns,RGS2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RGS3,-1.2490336698402624,0.5021613111189014,9,10,-0.5828061815407557,0.524525563386679
GSE158395,RGS3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RGS3,0.7623277875401048,0.13965170681878372,110,110,0.35785103794870127,-0.3578510379487016
GSE181297,RGS3,0.42823105038848025,0.7722901240181461,4,3,0.22881216468918872,-0.3050828862522524
GSE188952,RGS3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RGS3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RGS3,-2.886923871522362,0.6560758874227706,10,9,-0.7823809121757681,0.8693121246397415
Sun_Burns,RGS3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RGS4,3.1627938397661564,0.6887342909677633,9,10,0.8905195690929657,-0.8014676121836695
GSE158395,RGS4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RGS4,0.598651969675848,0.137827165985625,110,110,0.28821428654984266,-0.2882142865498427
GSE181297,RGS4,1.7014584593538231,0.8888848372930687,4,3,0.612341620049516,-0.8164554933993551
GSE188952,RGS4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RGS4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RGS4,2.341846804145516,0.5961823430953422,10,9,0.7306568670037252,-0.811840963337473
Sun_Burns,RGS4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RGS5,0.9410718438911767,0.48416608822709856,9,10,0.47336731192863873,-0.4260305807357735
GSE158395,RGS5,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RGS5,0.46430585427587334,0.13664469459077608,110,110,0.2273465322284143,-0.22734653222841458
GSE181297,RGS5,-0.24533059368439353,0.7665718569833305,4,3,-0.13482502386350523,0.179766698484675
GSE188952,RGS5,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RGS5,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RGS5,0.6002569137011893,0.46967319502272004,10,9,0.2907138315193408,-0.323015368354824
Sun_Burns,RGS5,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RGS6,-0.07350419814209848,0.45962298879129226,9,10,-0.04163966155107938,0.037475695395972376
GSE158395,RGS6,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RGS6,-0.37964724891987267,0.13604922265666494,110,110,-0.18751399106156236,0.1875139910615621
GSE181297,RGS6,-0.806912560354062,0.79362525101694,4,3,-0.39232342843983464,0.5230979045864464
GSE188952,RGS6,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RGS6,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RGS6,-0.13743790869730801,0.46000890726414234,10,9,-0.06992832251677852,0.0776981361297558
Sun_Burns,RGS6,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RGS7,-0.4094105429836226,0.4642435617252845,9,10,-0.22639787337770093,0.20375808603993084
GSE158395,RGS7,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RGS7,0.27281325432142245,0.13546575440891329,110,110,0.1359127915320332,-0.13591279153203334
GSE181297,RGS7,0.5811035448841734,0.7793929870896609,4,3,0.30037379628340194,-0.40049839504453616
GSE188952,RGS7,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RGS7,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RGS7,0.6300205684070468,0.47069791795739363,10,9,0.3036034769123378,-0.3373371965692644
Sun_Burns,RGS7,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RGS9,-0.9849013653579186,0.4864547612900298,9,10,-0.4904630729564004,0.44141676566074883
GSE158395,RGS9,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RGS9,-0.4712944211266069,0.13669905924549158,110,110,-0.23058697875368372,0.2305869787536838
GSE181297,RGS9,-3.331981289140372,1.173175360715165,4,3,-0.7361390326241926,0.9815187101655903
GSE188952,RGS9,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RGS9,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RGS9,0.4427823070492302,0.4650489050020795,10,9,0.21946206562905238,-0.24384673958783537
Sun_Burns,RGS9,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHBDF1,-0.8088606736313947,0.4778371725413997,9,10,-0.41867192902716543,0.3768047361244551
GSE158395,RHBDF1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHBDF1,0.31849611154227964,0.13569216307734236,110,110,0.15813988601791285,-0.1581398860179123
GSE181297,RHBDF1,-0.8661636712425116,0.798073849610377,4,3,-0.4136594268190674,0.5515459024254218
GSE188952,RHBDF1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHBDF1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHBDF1,-0.0942922678750089,0.45972283566477756,10,9,-0.04804883235942512,0.05338759151047046
Sun_Burns,RHBDF1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHBDF2,0.6128010378539382,0.4700992989788962,9,10,0.32907765019111246,-0.2961698851719947
GSE158395,RHBDF2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHBDF2,-0.1592089804705656,0.13505341956108327,110,110,-0.07980608641063783,0.07980608641063759
GSE181297,RHBDF2,-0.5451568811173497,0.7775356074389439,4,3,-0.2841940543181678,0.3789254057575575
GSE188952,RHBDF2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHBDF2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHBDF2,-1.279208871373742,0.5041563447672156,10,9,-0.5330086528711704,0.5922318365235228
Sun_Burns,RHBDF2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHCG,-0.8745638750671414,0.4808732241780975,9,10,-0.4464399656656547,0.40179596909908977
GSE158395,RHCG,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHCG,-0.1282784328677055,0.13497857874104416,110,110,-0.06437393184230615,0.0643739318423063
GSE181297,RHCG,-1.2277495985972977,0.8312656333018643,4,3,-0.5205789875751506,0.6941053167668674
GSE188952,RHCG,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHCG,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHCG,0.630220996502259,0.4707049787470112,10,9,0.3036896161795803,-0.3374329068662007
Sun_Burns,RHCG,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOB,0.4148828005430779,0.4643713906258735,9,10,0.22927378035009965,-0.20634640231509263
GSE158395,RHOB,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOB,0.34682125442582373,0.13584989194730454,110,110,0.17180345174891576,-0.17180345174891543
GSE181297,RHOB,-1.4906192409613443,0.8614196085611423,4,3,-0.5770074529734767,0.7693432706313051
GSE188952,RHOB,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOB,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOB,1.5018271150890234,0.5200634299835794,10,9,0.5897000643040863,-0.6552222936712067
Sun_Burns,RHOB,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOBTB1,0.5038619637201606,0.4666819919361904,9,10,0.2752013250082795,-0.2476811925074501
GSE158395,RHOBTB1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOBTB1,0.31702743174094217,0.13568434619027503,110,110,0.1574288528616196,-0.15742885286161948
GSE181297,RHOBTB1,1.3968280016442534,0.8501174344442127,4,3,0.5586199815139965,-0.7448266420186617
GSE188952,RHOBTB1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOBTB1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOBTB1,-1.7992516294736607,0.5443375657474303,10,9,-0.6510517251092052,0.7233908056768938
Sun_Burns,RHOBTB1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOBTB2,1.337652893477257,0.5081322218532636,9,10,0.6098661151341279,-0.5488795036207357
GSE158395,RHOBTB2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOBTB2,0.2747134917475589,0.1354744818519855,110,110,0.13684172281950657,-0.13684172281950718
GSE181297,RHOBTB2,-0.36768054017447493,0.7700582374214888,4,3,-0.1985955946944298,0.2647941262592421
GSE188952,RHOBTB2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOBTB2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOBTB2,0.3301027669070711,0.4625783023031124,10,9,0.16570536633514613,-0.18411707370572403
Sun_Burns,RHOBTB2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOBTB3,-1.3157403071034517,0.5066244009426486,9,10,-0.6033493693707697,0.5430144324336985
GSE158395,RHOBTB3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOBTB3,0.08522982377886683,0.13490117698507184,110,110,0.04282067263582512,-0.04282067263582508
GSE181297,RHOBTB3,1.8094822611586021,0.9039948135168189,4,3,0.6276782432690123,-0.8369043243586818
GSE188952,RHOBTB3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOBTB3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOBTB3,0.7797222045154383,0.4765608410497203,10,9,0.365389483431531,-0.40598831492392284
Sun_Burns,RHOBTB3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOD,0.25796016565920105,0.46136997567567994,9,10,0.14478959558982835,-0.13031063603083767
GSE158395,RHOD,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOD,-0.05519475721758686,0.13486564409562568,110,110,-0.02774546971318382,0.02774546971318334
GSE181297,RHOD,0.11128265394329384,0.7643414764047045,4,3,0.061855549373268856,-0.08247406583102496
GSE188952,RHOD,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOD,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOD,0.06276347368390206,0.45958108716557505,10,9,0.03200674008077674,-0.0355630445341967
Sun_Burns,RHOD,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOF,-1.5322652157458847,0.5223947618422148,9,10,-0.6629890109141987,0.5966901098227751
GSE158395,RHOF,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOF,0.11889673881487597,0.13495905468714317,110,110,0.05968342795600381,-0.05968342795600411
GSE181297,RHOF,-2.0808434902325126,0.9447817698703038,4,3,-0.6595784318890848,0.8794379091854466
GSE188952,RHOF,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOF,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOF,0.215000222351394,0.4607901485444486,10,9,0.10894082250661193,-0.12104535834067914
Sun_Burns,RHOF,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOG,0.5025215164427427,0.46664395580825,9,10,0.27452167529535043,-0.24706950776581288
GSE158395,RHOG,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOG,-0.12544428967575744,0.13497252472778112,110,110,-0.06295740127907049,0.06295740127906972
GSE181297,RHOG,-0.44624087398196427,0.7730180918359107,4,3,-0.23760567118363374,0.3168075615781731
GSE188952,RHOG,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOG,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOG,-0.763671668597656,0.47587638376171837,10,9,-0.35901509666089737,0.3989056629565517
Sun_Burns,RHOG,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOH,0.4187762074127843,0.4644633500389471,9,10,0.23131648003237895,-0.20818483202914023
GSE158395,RHOH,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOH,0.0825944855864979,0.1348974513628888,110,110,0.04149896842937803,-0.04149896842937785
GSE181297,RHOH,-2.0324718778633724,0.9372302888592281,4,3,-0.6545027616834392,0.8726703489112516
GSE188952,RHOH,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOH,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOH,0.41526137021785337,0.46438029526108715,10,9,0.20652527312871963,-0.22947252569857074
Sun_Burns,RHOH,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RHOQ,1.5385324666190778,0.5228792849784337,9,10,0.6645643563117996,-0.5981079206806301
GSE158395,RHOQ,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RHOQ,0.2453160958532175,0.13534618900908635,110,110,0.12243162926567062,-0.12243162926567129
GSE181297,RHOQ,2.0921498255758086,0.9465636179406144,4,3,0.6607306014086578,-0.8809741352115434
GSE188952,RHOQ,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RHOQ,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RHOQ,-1.7436741607645143,0.5395568796204817,10,9,-0.6407022350497018,0.7118913722774476
Sun_Burns,RHOQ,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIC3,-0.1696142456765745,0.4602914184044785,9,10,-0.09574497330091872,0.08617047597084002
GSE158395,RIC3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIC3,-0.45026435283412924,0.13653785678366023,110,110,-0.22081288582476044,0.22081288582476055
GSE181297,RIC3,-0.8060160448472096,0.7935601755568655,4,3,-0.391991771210079,0.5226556949467716
GSE188952,RIC3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIC3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIC3,0.21566873208937198,0.4607983696580962,10,9,0.10927482036309799,-0.12141646707011919
Sun_Burns,RIC3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIMBP2,-0.5224995758789428,0.4672210124210883,9,10,-0.28461047333766,0.2561494260038987
GSE158395,RIMBP2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIMBP2,0.36287576098302887,0.1359451662344803,110,110,0.17950440053384817,-0.17950440053384828
GSE181297,RIMBP2,0.5167443381111546,0.7761485212084367,4,3,0.27111694126751856,-0.36148925502335727
GSE188952,RIMBP2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIMBP2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIMBP2,-0.6160656197798905,0.4702115724833764,10,9,-0.29758419071910447,0.3306491007990054
Sun_Burns,RIMBP2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIMS2,0.46329806891166486,0.46557455513759105,9,10,0.2544645402782146,-0.22901808625038944
GSE158395,RIMS2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIMS2,0.17309451099701062,0.13509223877290533,110,110,0.08671594983945895,-0.08671594983945913
GSE181297,RIMS2,-0.9311081565408887,0.8032802866925289,4,3,-0.435744363362518,0.580992484483357
GSE188952,RIMS2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIMS2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIMS2,-1.3494490461142152,0.5089523540485884,10,9,-0.5519949484180495,0.6133277204644997
Sun_Burns,RIMS2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIN1,-0.5115119056473534,0.4669009432823268,9,10,-0.2790726037010782,0.25116534333098056
GSE158395,RIN1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIN1,0.49477536276880496,0.1368875007542109,110,110,0.24141777698860756,-0.24141777698860745
GSE181297,RIN1,-0.6789447684287259,0.7850219589851066,4,3,-0.3422882293552416,0.4563843058069878
GSE188952,RIN1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIN1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIN1,-0.19547756669975522,0.4605612623203711,10,9,-0.09916839643742284,0.11018710715269188
Sun_Burns,RIN1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIN2,0.9654942653808345,0.4854298528842219,9,10,0.48295684928225974,-0.43466116435403146
GSE158395,RIN2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIN2,0.4272363318078028,0.13636957541262462,110,110,0.21003309460213698,-0.21003309460213687
GSE181297,RIN2,-0.046918715163468315,0.7638655469059636,4,3,-0.02614343055250823,0.03485790740334355
GSE188952,RIN2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIN2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIN2,0.8905158894966543,0.48164304241529216,10,9,0.4077062794962645,-0.45300697721807176
Sun_Burns,RIN2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIN3,0.15901424437111428,0.4601918293418843,9,10,0.0898087779992894,-0.08082790019935886
GSE158395,RIN3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIN3,0.5763091990223279,0.1376105530182729,110,110,0.2783095017742675,-0.2783095017742672
GSE181297,RIN3,-0.8424372098332867,0.7962576359435772,4,3,-0.405253129417566,0.5403375058900908
GSE188952,RIN3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIN3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIN3,-0.7253410126005614,0.4742956497126924,10,9,-0.34354593571458203,0.3817177063495347
Sun_Burns,RIN3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIPK2,-0.5163647630211137,0.46704149457014815,9,10,-0.28152176528579786,0.2533695887572208
GSE158395,RIPK2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIPK2,0.25834249203625625,0.13540126260986018,110,110,0.12882710481343948,-0.12882710481343923
GSE181297,RIPK2,0.5837279107213142,0.7795330534741266,4,3,0.3015388386750013,-0.40205178490000404
GSE188952,RIPK2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIPK2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIPK2,0.09967096445358709,0.4597526944878922,10,9,0.05078160650985698,-0.056424007233177836
Sun_Burns,RIPK2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIPK4,0.874359977605323,0.4808634665797122,9,10,0.44635558379837253,-0.4017200254185377
GSE158395,RIPK4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIPK4,0.06152646069238843,0.13487187105954684,110,110,0.030925409122443712,-0.03092540912244364
GSE181297,RIPK4,-0.5305490061363916,0.7768134963967946,4,3,-0.27750210334502406,0.37000280446003125
GSE188952,RIPK4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIPK4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIPK4,-0.6813068773182334,0.47257417360729137,10,9,-0.32535185017409823,0.36150205574899874
Sun_Burns,RIPK4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RIT1,-1.4836028462230328,0.5186850689241246,9,10,-0.6504790452913294,0.5854311407621997
GSE158395,RIT1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RIT1,-0.03337847811477534,0.13484936143376344,110,110,-0.01678291229431908,0.016782912294320038
GSE181297,RIT1,0.4034547708236963,0.7713366144356667,4,3,0.21656692953489232,-0.28875590604652773
GSE188952,RIT1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RIT1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RIT1,-0.006965533579977216,0.45946968117374404,10,9,-0.003554239605850465,0.003949155117611625
Sun_Burns,RIT1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RMI1,0.48672979076414147,0.4662032567634311,9,10,0.2664856234476028,-0.23983706110284858
GSE158395,RMI1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RMI1,-0.005594539264565017,0.13484023626356004,110,110,-0.0028133569943943585,0.0028133569943945115
GSE181297,RMI1,1.1622213208335028,0.8245095973307249,4,3,0.5039541106095622,-0.6719388141460815
GSE188952,RMI1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RMI1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RMI1,-0.6706920110860547,0.47217442127261444,10,9,-0.32089928052082983,0.3565547561342563
Sun_Burns,RMI1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RMND1,-0.3642613782272589,0.463252476742044,9,10,-0.2024609142130742,0.18221482279176698
GSE158395,RMND1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RMND1,-0.5480014299554942,0.13734748208329506,110,110,-0.2656313476370099,0.26563134763701024
GSE181297,RMND1,-0.6506717764397214,0.7833098468915591,4,3,-0.3304997338379161,0.4406663117838851
GSE188952,RMND1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RMND1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RMND1,0.42298007351368017,0.4645635859489913,10,9,0.21016693266962722,-0.23351881407736513
Sun_Burns,RMND1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RMND5B,-0.256480308758874,0.4613482635597101,9,10,-0.14397537496229904,0.1295778374660749
GSE158395,RMND5B,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RMND5B,-0.21360810156505358,0.13522395918904165,110,110,-0.10680150825340544,0.10680150825340594
GSE181297,RMND5B,-0.8639052634633752,0.7978989808466801,4,3,-0.41286712921479035,0.5504895056197179
GSE188952,RMND5B,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RMND5B,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RMND5B,0.4474118734935221,0.46516549422773934,10,9,0.22162513769976724,-0.24625015299974226
Sun_Burns,RMND5B,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNASE1,-0.5714449698569855,0.46872648223943414,9,10,-0.3089488224593244,0.27805394021338947
GSE158395,RNASE1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNASE1,0.4017921940118353,0.13619368700468165,110,110,0.19803227128546355,-0.1980322712854634
GSE181297,RNASE1,-0.9306286664636554,0.8032405964729279,4,3,-0.4355862098894449,0.5807816131859248
GSE188952,RNASE1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNASE1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNASE1,0.043357805112892105,0.4595221236723861,10,9,0.022117610018890843,-0.02457512224321063
Sun_Burns,RNASE1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNASE4,0.859621283018287,0.48016365007535733,9,10,0.4402264679501774,-0.39620382115515806
GSE158395,RNASE4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNASE4,-0.47984559200340465,0.13676665423072296,110,110,-0.23454150038277316,0.2345415003827736
GSE181297,RNASE4,-0.8028782194355605,0.7933329377609866,4,3,-0.3908288787341304,0.5211051716455051
GSE188952,RNASE4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNASE4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNASE4,-0.9090190002801378,0.48255181791815793,10,9,-0.41448462461983604,0.46053847179981766
Sun_Burns,RNASE4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNASE6,-0.2822643601989353,0.4617442727898527,9,10,-0.1581208439992512,0.14230875959932607
GSE158395,RNASE6,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNASE6,0.07781707429675684,0.13489099553016287,110,110,0.03910239453096506,-0.03910239453096499
GSE181297,RNASE6,-1.8310995261457996,0.9070986771537844,4,3,-0.630549668450883,0.8407328912678441
GSE188952,RNASE6,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNASE6,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNASE6,0.41418461176532523,0.46435498883271054,10,9,0.2060164501849222,-0.2289071668721276
Sun_Burns,RNASE6,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNASEH2A,-0.6981122572335811,0.47321918105010974,9,10,-0.3692759862926039,0.33234838766334274
GSE158395,RNASEH2A,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNASEH2A,-0.5808459137443911,0.13765389714386747,110,110,-0.2803280288732006,0.28032802887320024
GSE181297,RNASEH2A,-1.5313670912246533,0.8665099057529795,4,3,-0.5844524968793591,0.7792699958391448
GSE188952,RNASEH2A,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNASEH2A,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNASEH2A,-0.9673175095870898,0.4855253634920683,10,9,-0.43529969911959493,0.4836663323551055
Sun_Burns,RNASEH2A,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNASEH2B,0.2850156641740732,0.4617887461601671,9,10,0.1596249570932324,-0.1436624613839131
GSE158395,RNASEH2B,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNASEH2B,0.2778971456093319,0.13548923828060538,110,110,0.13839723870543838,-0.13839723870543796
GSE181297,RNASEH2B,2.050632522913676,0.9400516859155738,4,3,0.6564366350980584,-0.8752488467974167
GSE188952,RNASEH2B,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNASEH2B,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNASEH2B,-1.0591286243502762,0.4905414748584716,10,9,-0.46642154883497067,0.5182461653721893
Sun_Burns,RNASEH2B,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNASEL,0.6635870981616118,0.4719101737415259,9,10,0.3532274442228628,-0.31790469980057323
GSE158395,RNASEL,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNASEL,0.13049649845180614,0.13498341090084992,110,110,0.06548226903085175,-0.0654822690308512
GSE181297,RNASEL,-0.3854060690101425,0.7706770912041528,4,3,-0.2075420061702315,0.2767226748936425
GSE188952,RNASEL,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNASEL,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNASEL,-0.5831103197866636,0.46910440615641896,10,9,-0.2832009932702742,0.31466777030030424
Sun_Burns,RNASEL,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNASET2,0.5054419563743847,0.4667269514362701,9,10,0.27600193087315145,-0.24840173778583474
GSE158395,RNASET2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNASET2,-0.22613196576987815,0.1352702317748284,110,110,-0.11298518720790163,0.1129851872079027
GSE181297,RNASET2,-2.8135018768069475,1.0717962052242316,4,3,-0.7139199476560291,0.9518932635413724
GSE188952,RNASET2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNASET2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNASET2,-1.058654837809612,0.4905145603246902,10,9,-0.466266111366176,0.5180734570735297
Sun_Burns,RNASET2,0.0,0.4287464628562721,17,8,0.0,0.0
